budget,population,poolsize,approx_welfare,approx_error,approx_time,greedy_welfare,greedy_error,greedy_time,diff,ratio
6,10,10,1091.8943476421607,3.635869258581124,4127 milliseconds,1084.427987597806,0.0,232 milliseconds,7.466360044354815,1.00688506763911
8,10,10,1285.9469505631505,4.8478256781081654,27503 milliseconds,1259.8004504065761,0.0,392 milliseconds,26.146500156574348,1.0207544775429602
10,10,10,1451.348735918018,6.059782097635207,52363 milliseconds,1389.324953964535,0.0,501 milliseconds,62.02378195348297,1.0446431065507704
12,10,10,1592.6366895346923,7.271738517162248,119162 milliseconds,1497.3171376509586,0.0,643 milliseconds,95.31955188373377,1.0636602290101844
2,11,10,591.4124444093209,1.2107429234949336,335 milliseconds,591.0928746294148,0.0,29 milliseconds,0.31956977990603264,1.0005406422469674
4,11,10,942.0392595978947,2.4214858469898672,2849 milliseconds,941.6760665832435,0.0,64 milliseconds,0.3631930146511877,1.0003856878469568
6,11,10,1180.2057898400203,3.632228770484801,4857 milliseconds,1175.918541158776,0.0,117 milliseconds,4.287248681244364,1.0036458721681687
8,11,10,1376.6142163055154,4.8429716939797345,23034 milliseconds,1350.579893332279,0.0,206 milliseconds,26.034322973236385,1.0192764034928745
10,11,10,1538.932930181704,6.053714617474668,51234 milliseconds,1487.1514459912853,0.0,301 milliseconds,51.78148419041872,1.034819240723599
12,11,10,1680.3481787307785,7.264457540969602,155169 milliseconds,1607.1689487184424,0.0,429 milliseconds,73.17923001233612,1.0455330039014812
2,12,10,598.7696294940788,1.1855049854668778,381 milliseconds,598.7696294940788,0.0,28 milliseconds,0.0,1.0
4,12,10,943.7024480173982,2.3710099709337555,2672 milliseconds,943.6013370125072,0.0,139 milliseconds,0.10111100489098135,1.0001071543679783
6,12,10,1183.4265014680336,3.5565149564006333,7174 milliseconds,1174.7938612127755,0.0,220 milliseconds,8.632640255258138,1.0073482170279187
8,12,10,1374.6242693423592,4.742019941867511,36447 milliseconds,1354.8890204579086,0.0,268 milliseconds,19.735248884450584,1.014565952330015
10,12,10,1545.3421831373223,5.927524927334389,38948 milliseconds,1508.5240981098896,0.0,375 milliseconds,36.818085027432744,1.0244066933193603
12,12,10,1699.196269486079,7.113029912801267,131750 milliseconds,1641.1953262766904,0.0,436 milliseconds,58.00094320938865,1.035340670473985
2,13,10,598.8645036135736,1.2372079283484254,401 milliseconds,598.8645036135736,0.0,34 milliseconds,0.0,1.0
4,13,10,1006.4174245499578,2.474415856696851,3098 milliseconds,1005.1366624640941,0.0,113 milliseconds,1.280762085863671,1.0012742168639277
6,13,10,1228.9738077750494,3.7116237850452762,6659 milliseconds,1223.8055302779617,0.0,213 milliseconds,5.168277497087729,1.0042231199068972
8,13,10,1412.9474828271216,4.948831713393702,29160 milliseconds,1396.7930338108238,0.0,303 milliseconds,16.154449016297804,1.0115653848675235
10,13,10,1572.7340032580496,6.186039641742127,59758 milliseconds,1537.2786910766554,0.0,435 milliseconds,35.45531218139422,1.02306368545092
12,13,10,1713.5392547351828,7.4232475700905525,112731 milliseconds,1657.8070272034026,0.0,476 milliseconds,55.732227531780154,1.0336180427620676
2,14,10,603.020362167732,1.2649553836960195,361 milliseconds,603.020362167732,0.0,34 milliseconds,0.0,1.0
4,14,10,981.0335723860549,2.529910767392039,1775 milliseconds,980.4397438655985,0.0,58 milliseconds,0.5938285204563272,1.0006056756921287
6,14,10,1229.13591351974,3.7948661510880584,3518 milliseconds,1225.9282341532041,0.0,160 milliseconds,3.2076793665357854,1.0026165311126483
8,14,10,1434.8846961163295,5.059821534784078,10636 milliseconds,1415.231818007226,0.0,225 milliseconds,19.65287810910354,1.0138866847530157
10,14,10,1610.2598244283718,6.324776918480097,60835 milliseconds,1576.4123812409987,0.0,324 milliseconds,33.847443187373074,1.0214711858331937
12,14,10,1771.7588518174211,7.589732302176117,161316 milliseconds,1706.0249762685864,0.0,458 milliseconds,65.7338755488347,1.0385304297787057
2,15,10,604.3832360308161,1.186681875194381,353 milliseconds,604.3832360308163,0.0,35 milliseconds,-2.2737367544323206e-13,0.9999999999999997
4,15,10,964.7374224216003,2.373363750388762,3174 milliseconds,964.7374224216004,0.0,59 milliseconds,-1.1368683772161603e-13,0.9999999999999999
6,15,10,1214.3626499304394,3.560045625583143,3133 milliseconds,1209.4238625854018,0.0,103 milliseconds,4.938787345037554,1.004083586819992
8,15,10,1410.6618056581901,4.746727500777524,35185 milliseconds,1396.589079429768,0.0,248 milliseconds,14.072726228422198,1.0100764974004868
10,15,10,1587.2450852036404,5.933409375971905,44970 milliseconds,1551.7264120588331,0.0,382 milliseconds,35.51867314480728,1.0228897780361172
12,15,10,1741.9851056881218,7.120091251166286,132944 milliseconds,1678.1244463535404,0.0,520 milliseconds,63.86065933458144,1.038054781618459
2,16,10,615.7616712703771,1.2140469980164426,491 milliseconds,615.6577371160727,0.0,37 milliseconds,0.10393415430439745,1.0001688180754313
4,16,10,979.9503711062591,2.428093996032885,2311 milliseconds,979.7563149369435,0.0,93 milliseconds,0.19405616931567238,1.00019806574998
6,16,10,1194.921381361039,3.6421409940493277,14060 milliseconds,1181.7005426218332,0.0,253 milliseconds,13.220838739205874,1.0111879772094146
8,16,10,1365.7253182485988,4.85618799206577,67142 milliseconds,1337.1429424481507,0.0,336 milliseconds,28.582375800448062,1.0213757070340717
10,16,10,1516.7315768600367,6.070234990082213,97777 milliseconds,1477.3153000362813,0.0,424 milliseconds,39.416276823755425,1.026681018481828
12,16,10,1657.10215155372,7.284281988098655,328737 milliseconds,1598.9409007682034,0.0,903 milliseconds,58.161250785516586,1.0363748596071145
2,17,10,550.7936360375728,1.2101381860014726,334 milliseconds,550.7936360375727,0.0,34 milliseconds,1.1368683772161603e-13,1.0000000000000002
4,17,10,859.9712731604558,2.420276372002945,1768 milliseconds,859.5970712912858,0.0,63 milliseconds,0.37420186916995135,1.0004353224105427
6,17,10,1091.756168099434,3.630414558004418,2862 milliseconds,1085.727699988896,0.0,206 milliseconds,6.028468110538142,1.0055524678154566
8,17,10,1284.7690151206514,4.84055274400589,29037 milliseconds,1263.3590734455959,0.0,298 milliseconds,21.409941675055506,1.0169468380962061
10,17,10,1455.2091142510653,6.050690930007363,40357 milliseconds,1417.1729140654852,0.0,413 milliseconds,38.03620018558013,1.0268394913620418
12,17,10,1609.9972274696418,7.260829116008836,96359 milliseconds,1550.1019896213,0.0,711 milliseconds,59.89523784834182,1.0386395464616973
2,18,10,601.3872250385375,1.1887215924382417,333 milliseconds,601.3872250385376,0.0,39 milliseconds,-1.1368683772161603e-13,0.9999999999999998
4,18,10,1000.2386340042437,2.3774431848764834,1809 milliseconds,1000.2347421769737,0.0,68 milliseconds,0.003891827270081194,1.0000038909139084
6,18,10,1261.1008833573187,3.566164777314725,20234 milliseconds,1257.9299455110263,0.0,152 milliseconds,3.170937846292418,1.0025207586937634
8,18,10,1470.3190851143356,4.754886369752967,36581 milliseconds,1451.8511070033164,0.0,278 milliseconds,18.467978111019193,1.012720297571793
10,18,10,1650.2411043343652,5.943607962191209,81271 milliseconds,1609.0583278099907,0.0,367 milliseconds,41.1827765243745,1.0255943341596736
12,18,10,1808.9880171754842,7.13232955462945,448625 milliseconds,1746.8507278007203,0.0,538 milliseconds,62.137289374763895,1.0355710355703915
2,19,10,603.8522162215612,1.2879232644785361,348 milliseconds,603.8522162215613,0.0,34 milliseconds,-1.1368683772161603e-13,0.9999999999999998
4,19,10,1030.171859859017,2.5758465289570722,2246 milliseconds,1029.9517930501484,0.0,68 milliseconds,0.22006680886875074,1.0002136670962212
6,19,10,1310.83917091978,3.8637697934356083,15566 milliseconds,1309.934499545158,0.0,147 milliseconds,0.9046713746220121,1.0006906233669974
8,19,10,1525.0851290209307,5.1516930579141444,9211 milliseconds,1510.5677699690089,0.0,177 milliseconds,14.517359051921858,1.0096105314442263
10,19,10,1709.071993867458,6.439616322392681,73052 milliseconds,1665.434707703044,0.0,334 milliseconds,43.637286164414036,1.0262017393792628
12,19,10,1863.9231560590888,7.727539586871217,114148 milliseconds,1796.158391819797,0.0,462 milliseconds,67.76476423929171,1.03772761052027
2,20,10,607.9483608169112,1.2879141637025668,335 milliseconds,607.5009147108669,0.0,33 milliseconds,0.4474461060442536,1.0007365356910733
4,20,10,959.8006933101344,2.5758283274051337,2128 milliseconds,959.3532472040902,0.0,114 milliseconds,0.4474461060442536,1.0004664039104973
6,20,10,1188.9690232206733,3.8637424911077005,16622 milliseconds,1181.3307335317897,0.0,203 milliseconds,7.63828968888356,1.0064658350723235
8,20,10,1371.5217627763366,5.151656654810267,32176 milliseconds,1350.2767765347285,0.0,291 milliseconds,21.244986241608103,1.0157338011071553
10,20,10,1529.58233584904,6.439570818512834,116075 milliseconds,1491.185055536741,0.0,377 milliseconds,38.39728031229902,1.0257495071921026
12,20,10,1670.5945150028174,7.727484982215401,177870 milliseconds,1613.5663278223421,0.0,488 milliseconds,57.02818718047524,1.0353429457451806
